1	0	0	9.7	9.7	9.7	XLP	Peak
2	0	0	6.8	6.8	6.8	XLP	Idle
3	0	0	93.4	93.4	93.4	Tracee	Peak
4	0	0	62.5	62.5	62.5	Tracee	Idle
